country,indicator,date,year_week,value,source,url
Austria,Daily hospital occupancy,2021-04-08,2021-W14,1807,Country_Website,
Austria,Daily hospital occupancy,2021-04-09,2021-W14,1802,Country_Website,
Austria,Daily hospital occupancy,2021-04-10,2021-W14,1734,Country_Website,
Austria,Daily hospital occupancy,2021-04-11,2021-W14,1705,Country_Website,
Austria,Daily hospital occupancy,2021-04-12,2021-W15,1799,Country_Website,
Austria,Daily hospital occupancy,2021-04-13,2021-W15,1752,Country_Website,
Austria,Daily hospital occupancy,2021-04-14,2021-W15,1687,Country_Website,
Austria,Daily hospital occupancy,2021-04-15,2021-W15,1586,Country_Website,
Austria,Daily hospital occupancy,2021-04-16,2021-W15,1550,Country_Website,
Austria,Daily hospital occupancy,2021-04-17,2021-W15,1507,Country_Website,
Austria,Daily hospital occupancy,2021-04-18,2021-W15,1475,Country_Website,
Austria,Daily hospital occupancy,2021-04-19,2021-W16,1554,Country_Website,
Austria,Daily hospital occupancy,2021-04-20,2021-W16,1531,Country_Website,
Austria,Daily hospital occupancy,2021-04-21,2021-W16,1417,Country_Website,
Austria,Daily hospital occupancy,2021-04-22,2021-W16,1403,Country_Website,
Austria,Daily hospital occupancy,2021-04-23,2021-W16,1356,Country_Website,
Austria,Daily hospital occupancy,2021-04-24,2021-W16,1309,Country_Website,
Austria,Daily hospital occupancy,2021-04-25,2021-W16,1279,Country_Website,
Austria,Daily hospital occupancy,2021-04-26,2021-W17,1333,Country_Website,
Austria,Daily hospital occupancy,2021-04-27,2021-W17,1392,Country_Website,
Austria,Daily hospital occupancy,2021-04-28,2021-W17,1270,Country_Website,
Austria,Daily hospital occupancy,2021-04-29,2021-W17,1233,Country_Website,
Austria,Daily hospital occupancy,2021-04-30,2021-W17,1154,Country_Website,
Austria,Daily hospital occupancy,2021-05-01,2021-W17,1081,Country_Website,
Austria,Daily hospital occupancy,2021-05-02,2021-W17,1087,Country_Website,
Austria,Daily hospital occupancy,2021-05-03,2021-W18,1139,Country_Website,
Austria,Daily hospital occupancy,2021-05-04,2021-W18,1155,Country_Website,
Austria,Daily hospital occupancy,2021-05-05,2021-W18,1107,Country_Website,
Austria,Daily hospital occupancy,2021-05-06,2021-W18,1017,Country_Website,
Austria,Daily hospital occupancy,2021-05-07,2021-W18,959,Country_Website,
Austria,Daily hospital occupancy,2021-05-08,2021-W18,886,Country_Website,
Austria,Daily hospital occupancy,2021-05-09,2021-W18,865,Country_Website,
Austria,Daily hospital occupancy,2021-05-10,2021-W19,863,Country_Website,
Austria,Daily hospital occupancy,2021-05-11,2021-W19,857,Country_Website,
Austria,Daily hospital occupancy,2021-05-12,2021-W19,797,Country_Website,
Austria,Daily hospital occupancy,2021-05-13,2021-W19,695,Country_Website,
Austria,Daily hospital occupancy,2021-05-14,2021-W19,686,Country_Website,
Austria,Daily hospital occupancy,2021-05-15,2021-W19,628,Country_Website,
Austria,Daily hospital occupancy,2021-05-16,2021-W19,612,Country_Website,
Austria,Daily hospital occupancy,2021-05-17,2021-W20,624,Country_Website,
Austria,Daily hospital occupancy,2021-05-18,2021-W20,600,Country_Website,
Austria,Daily hospital occupancy,2021-05-19,2021-W20,563,Country_Website,
Austria,Daily hospital occupancy,2021-05-20,2021-W20,518,Country_Website,
Austria,Daily hospital occupancy,2021-05-21,2021-W20,463,Country_Website,
Austria,Daily hospital occupancy,2021-05-22,2021-W20,406,Country_Website,
Austria,Daily hospital occupancy,2021-05-23,2021-W20,386,Country_Website,
Austria,Daily hospital occupancy,2021-05-24,2021-W21,368,Country_Website,
Austria,Daily hospital occupancy,2021-05-25,2021-W21,383,Country_Website,
Austria,Daily hospital occupancy,2021-05-26,2021-W21,349,Country_Website,
Austria,Daily hospital occupancy,2021-05-27,2021-W21,318,Country_Website,
Austria,Daily hospital occupancy,2021-05-28,2021-W21,285,Country_Website,
Austria,Daily hospital occupancy,2021-05-29,2021-W21,273,Country_Website,
Austria,Daily hospital occupancy,2021-05-30,2021-W21,264,Country_Website,
Austria,Daily hospital occupancy,2021-05-31,2021-W22,258,Country_Website,
Austria,Daily hospital occupancy,2021-06-01,2021-W22,268,Country_Website,
Austria,Daily hospital occupancy,2021-06-02,2021-W22,266,Country_Website,
Austria,Daily hospital occupancy,2021-06-03,2021-W22,245,Country_Website,
Austria,Daily hospital occupancy,2021-06-04,2021-W22,247,Country_Website,
Austria,Daily hospital occupancy,2021-06-05,2021-W22,288,Country_Website,
Austria,Daily hospital occupancy,2021-06-06,2021-W22,284,Country_Website,
Austria,Daily hospital occupancy,2021-06-07,2021-W23,280,Country_Website,
Austria,Daily hospital occupancy,2021-06-08,2021-W23,275,Country_Website,
Austria,Daily hospital occupancy,2021-06-09,2021-W23,248,Country_Website,
Austria,Daily hospital occupancy,2021-06-10,2021-W23,244,Country_Website,
Austria,Daily hospital occupancy,2021-06-11,2021-W23,229,Country_Website,
Austria,Daily hospital occupancy,2021-06-12,2021-W23,217,Country_Website,
Austria,Daily hospital occupancy,2021-06-13,2021-W23,219,Country_Website,
Austria,Daily hospital occupancy,2021-06-14,2021-W24,208,Country_Website,
Austria,Daily hospital occupancy,2021-06-15,2021-W24,205,Country_Website,
Austria,Daily hospital occupancy,2021-06-16,2021-W24,188,Country_Website,
Austria,Daily hospital occupancy,2021-06-17,2021-W24,185,Country_Website,
Austria,Daily hospital occupancy,2021-06-18,2021-W24,175,Country_Website,
Austria,Daily hospital occupancy,2021-06-19,2021-W24,164,Country_Website,
Austria,Daily hospital occupancy,2021-06-20,2021-W24,164,Country_Website,
Austria,Daily hospital occupancy,2021-06-21,2021-W25,164,Country_Website,
Austria,Daily hospital occupancy,2021-06-22,2021-W25,169,Country_Website,
Austria,Daily hospital occupancy,2021-06-23,2021-W25,157,Country_Website,
Austria,Daily hospital occupancy,2021-06-24,2021-W25,146,Country_Website,
Austria,Daily hospital occupancy,2021-06-25,2021-W25,127,Country_Website,
Austria,Daily hospital occupancy,2021-06-26,2021-W25,128,Country_Website,
Austria,Daily hospital occupancy,2021-06-27,2021-W25,122,Country_Website,
Austria,Daily hospital occupancy,2021-06-28,2021-W26,118,Country_Website,
Austria,Daily hospital occupancy,2021-06-29,2021-W26,129,Country_Website,
Austria,Daily hospital occupancy,2021-06-30,2021-W26,112,Country_Website,
Austria,Daily hospital occupancy,2021-07-01,2021-W26,112,Country_Website,
Austria,Daily hospital occupancy,2021-07-02,2021-W26,101,Country_Website,
Austria,Daily hospital occupancy,2021-07-03,2021-W26,97,Country_Website,
Austria,Daily hospital occupancy,2021-07-04,2021-W26,89,Country_Website,
Austria,Daily hospital occupancy,2021-07-05,2021-W27,83,Country_Website,
Austria,Daily hospital occupancy,2021-07-06,2021-W27,78,Country_Website,
Austria,Daily hospital occupancy,2021-07-07,2021-W27,72,Country_Website,
Austria,Daily hospital occupancy,2021-07-08,2021-W27,69,Country_Website,
Austria,Daily hospital occupancy,2021-07-09,2021-W27,67,Country_Website,
Austria,Daily hospital occupancy,2021-07-10,2021-W27,61,Country_Website,
Austria,Daily hospital occupancy,2021-07-11,2021-W27,62,Country_Website,
Austria,Daily hospital occupancy,2021-07-12,2021-W28,67,Country_Website,
Austria,Daily hospital occupancy,2021-07-13,2021-W28,75,Country_Website,
Austria,Daily hospital occupancy,2021-07-14,2021-W28,78,Country_Website,
Austria,Daily hospital occupancy,2021-07-15,2021-W28,77,Country_Website,
Austria,Daily hospital occupancy,2021-07-16,2021-W28,71,Country_Website,
Austria,Daily hospital occupancy,2021-07-17,2021-W28,80,Country_Website,
Austria,Daily hospital occupancy,2021-07-18,2021-W28,77,Country_Website,
Austria,Daily hospital occupancy,2021-07-19,2021-W29,80,Country_Website,
Austria,Daily hospital occupancy,2021-07-20,2021-W29,82,Country_Website,
Austria,Daily hospital occupancy,2021-07-21,2021-W29,81,Country_Website,
Austria,Daily hospital occupancy,2021-07-22,2021-W29,78,Country_Website,
Austria,Daily hospital occupancy,2021-07-23,2021-W29,74,Country_Website,
Austria,Daily hospital occupancy,2021-07-24,2021-W29,80,Country_Website,
Austria,Daily hospital occupancy,2021-07-25,2021-W29,78,Country_Website,
Austria,Daily hospital occupancy,2021-07-26,2021-W30,85,Country_Website,
Austria,Daily hospital occupancy,2021-07-27,2021-W30,80,Country_Website,
Austria,Daily hospital occupancy,2021-07-28,2021-W30,75,Country_Website,
Austria,Daily hospital occupancy,2021-07-29,2021-W30,83,Country_Website,
Austria,Daily hospital occupancy,2021-07-30,2021-W30,81,Country_Website,
Austria,Daily hospital occupancy,2021-07-31,2021-W30,90,Country_Website,
Austria,Daily hospital occupancy,2021-08-01,2021-W30,96,Country_Website,
Austria,Daily hospital occupancy,2021-08-02,2021-W31,99,Country_Website,
Austria,Daily hospital occupancy,2021-08-03,2021-W31,102,Country_Website,
Austria,Daily hospital occupancy,2021-08-04,2021-W31,96,Country_Website,
Austria,Daily hospital occupancy,2021-08-05,2021-W31,95,Country_Website,
Austria,Daily hospital occupancy,2021-08-06,2021-W31,112,Country_Website,
Austria,Daily hospital occupancy,2021-08-07,2021-W31,110,Country_Website,
Austria,Daily hospital occupancy,2021-08-08,2021-W31,119,Country_Website,
Austria,Daily hospital occupancy,2021-08-09,2021-W32,134,Country_Website,
Austria,Daily hospital occupancy,2021-08-10,2021-W32,146,Country_Website,
Austria,Daily hospital occupancy,2021-08-11,2021-W32,146,Country_Website,
Austria,Daily hospital occupancy,2021-08-12,2021-W32,150,Country_Website,
Austria,Daily hospital occupancy,2021-08-13,2021-W32,158,Country_Website,
Austria,Daily hospital occupancy,2021-08-14,2021-W32,167,Country_Website,
Austria,Daily hospital occupancy,2021-08-15,2021-W32,182,Country_Website,
Austria,Daily hospital occupancy,2021-08-16,2021-W33,193,Country_Website,
Austria,Daily hospital occupancy,2021-08-17,2021-W33,214,Country_Website,
Austria,Daily hospital occupancy,2021-08-18,2021-W33,226,Country_Website,
Austria,Daily hospital occupancy,2021-08-19,2021-W33,219,Country_Website,
Austria,Daily hospital occupancy,2021-08-20,2021-W33,246,Country_Website,
Austria,Daily hospital occupancy,2021-08-21,2021-W33,260,Country_Website,
Austria,Daily hospital occupancy,2021-08-22,2021-W33,278,Country_Website,
Austria,Daily hospital occupancy,2021-08-23,2021-W34,306,Country_Website,
Austria,Daily hospital occupancy,2021-08-24,2021-W34,317,Country_Website,
Austria,Daily hospital occupancy,2021-08-25,2021-W34,332,Country_Website,
Austria,Daily hospital occupancy,2021-08-26,2021-W34,315,Country_Website,
Austria,Daily hospital occupancy,2021-08-27,2021-W34,316,Country_Website,
Austria,Daily hospital occupancy,2021-08-28,2021-W34,315,Country_Website,
Austria,Daily hospital occupancy,2021-08-29,2021-W34,343,Country_Website,
Austria,Daily hospital occupancy,2021-08-30,2021-W35,355,Country_Website,
Austria,Daily hospital occupancy,2021-08-31,2021-W35,393,Country_Website,
Austria,Daily hospital occupancy,2021-09-01,2021-W35,401,Country_Website,
Austria,Daily hospital occupancy,2021-09-02,2021-W35,396,Country_Website,
Austria,Daily hospital occupancy,2021-09-03,2021-W35,396,Country_Website,
Austria,Daily hospital occupancy,2021-09-04,2021-W35,395,Country_Website,
Austria,Daily hospital occupancy,2021-09-05,2021-W35,395,Country_Website,
Austria,Daily hospital occupancy,2021-09-06,2021-W36,413,Country_Website,
Austria,Daily hospital occupancy,2021-09-07,2021-W36,456,Country_Website,
Austria,Daily hospital occupancy,2021-09-08,2021-W36,468,Country_Website,
Austria,Daily hospital occupancy,2021-09-09,2021-W36,471,Country_Website,
Austria,Daily hospital occupancy,2021-09-10,2021-W36,497,Country_Website,
Austria,Daily hospital occupancy,2021-09-11,2021-W36,512,Country_Website,
Austria,Daily hospital occupancy,2021-09-12,2021-W36,528,Country_Website,
Austria,Daily hospital occupancy,2021-09-13,2021-W37,570,Country_Website,
Austria,Daily hospital occupancy,2021-09-14,2021-W37,604,Country_Website,
Austria,Daily hospital occupancy,2021-09-15,2021-W37,618,Country_Website,
Austria,Daily hospital occupancy,2021-09-16,2021-W37,621,Country_Website,
Austria,Daily hospital occupancy,2021-09-17,2021-W37,644,Country_Website,
Austria,Daily hospital occupancy,2021-09-18,2021-W37,652,Country_Website,
Austria,Daily hospital occupancy,2021-09-19,2021-W37,644,Country_Website,
Austria,Daily hospital occupancy,2021-09-20,2021-W38,664,Country_Website,
Austria,Daily hospital occupancy,2021-09-21,2021-W38,664,Country_Website,
Austria,Daily hospital occupancy,2021-09-22,2021-W38,643,Country_Website,
Austria,Daily hospital occupancy,2021-09-23,2021-W38,636,Country_Website,
Austria,Daily hospital occupancy,2021-09-24,2021-W38,642,Country_Website,
Austria,Daily hospital occupancy,2021-09-25,2021-W38,623,Country_Website,
Austria,Daily hospital occupancy,2021-09-26,2021-W38,636,Country_Website,
Austria,Daily hospital occupancy,2021-09-27,2021-W39,648,Country_Website,
Austria,Daily hospital occupancy,2021-09-28,2021-W39,648,Country_Website,
Austria,Daily hospital occupancy,2021-09-29,2021-W39,648,Country_Website,
Austria,Daily hospital occupancy,2021-09-30,2021-W39,630,Country_Website,
Austria,Daily hospital occupancy,2021-10-01,2021-W39,628,Country_Website,
Austria,Daily hospital occupancy,2021-10-02,2021-W39,611,Country_Website,
Austria,Daily hospital occupancy,2021-10-03,2021-W39,599,Country_Website,
Austria,Daily hospital occupancy,2021-10-04,2021-W40,619,Country_Website,
Austria,Daily hospital occupancy,2021-10-05,2021-W40,631,Country_Website,
Austria,Daily hospital occupancy,2021-10-06,2021-W40,634,Country_Website,
Austria,Daily hospital occupancy,2021-10-07,2021-W40,624,Country_Website,
Austria,Daily hospital occupancy,2021-10-08,2021-W40,624,Country_Website,
Austria,Daily hospital occupancy,2021-10-09,2021-W40,603,Country_Website,
Austria,Daily hospital occupancy,2021-10-10,2021-W40,601,Country_Website,
Austria,Daily hospital occupancy,2021-10-11,2021-W41,637,Country_Website,
Austria,Daily hospital occupancy,2021-10-12,2021-W41,662,Country_Website,
Austria,Daily hospital occupancy,2021-10-13,2021-W41,649,Country_Website,
Austria,Daily hospital occupancy,2021-10-14,2021-W41,656,Country_Website,
Austria,Daily hospital occupancy,2021-10-15,2021-W41,659,Country_Website,
Austria,Daily hospital occupancy,2021-10-16,2021-W41,658,Country_Website,
Austria,Daily hospital occupancy,2021-10-17,2021-W41,653,Country_Website,
Austria,Daily hospital occupancy,2021-10-18,2021-W42,697,Country_Website,
Austria,Daily hospital occupancy,2021-10-19,2021-W42,730,Country_Website,
Austria,Daily hospital occupancy,2021-10-20,2021-W42,745,Country_Website,
Austria,Daily hospital occupancy,2021-10-21,2021-W42,767,Country_Website,
Austria,Daily hospital occupancy,2021-10-22,2021-W42,795,Country_Website,
Austria,Daily hospital occupancy,2021-10-23,2021-W42,809,Country_Website,
Austria,Daily hospital occupancy,2021-10-24,2021-W42,832,Country_Website,
Austria,Daily hospital occupancy,2021-10-25,2021-W43,903,Country_Website,
Austria,Daily hospital occupancy,2021-10-26,2021-W43,941,Country_Website,
Austria,Daily hospital occupancy,2021-10-27,2021-W43,1007,Country_Website,
Austria,Daily hospital occupancy,2021-10-28,2021-W43,1044,Country_Website,
Austria,Daily hospital occupancy,2021-10-29,2021-W43,1101,Country_Website,
Austria,Daily hospital occupancy,2021-10-30,2021-W43,1121,Country_Website,
Austria,Daily hospital occupancy,2021-10-31,2021-W43,1181,Country_Website,
Austria,Daily hospital occupancy,2021-11-01,2021-W44,1260,Country_Website,
Austria,Daily hospital occupancy,2021-11-02,2021-W44,1372,Country_Website,
Austria,Daily hospital occupancy,2021-11-03,2021-W44,1436,Country_Website,
Austria,Daily hospital occupancy,2021-11-04,2021-W44,1475,Country_Website,
Austria,Daily hospital occupancy,2021-11-05,2021-W44,1483,Country_Website,
Austria,Daily hospital occupancy,2021-11-06,2021-W44,1520,Country_Website,
Austria,Daily hospital occupancy,2021-11-07,2021-W44,1570,Country_Website,
Austria,Daily hospital occupancy,2021-11-08,2021-W45,1664,Country_Website,
Austria,Daily hospital occupancy,2021-11-09,2021-W45,1768,Country_Website,
Austria,Daily hospital occupancy,2021-11-10,2021-W45,1808,Country_Website,
Austria,Daily hospital occupancy,2021-11-11,2021-W45,1851,Country_Website,
Austria,Daily hospital occupancy,2021-11-12,2021-W45,1896,Country_Website,
Austria,Daily hospital occupancy,2021-11-13,2021-W45,1877,Country_Website,
Austria,Daily hospital occupancy,2021-11-14,2021-W45,1919,Country_Website,
Austria,Daily hospital occupancy,2021-11-15,2021-W46,2069,Country_Website,
Austria,Daily hospital occupancy,2021-11-16,2021-W46,2118,Country_Website,
Austria,Daily hospital occupancy,2021-11-17,2021-W46,2258,Country_Website,
Austria,Daily hospital occupancy,2021-11-18,2021-W46,2329,Country_Website,
Austria,Daily hospital occupancy,2021-11-19,2021-W46,2364,Country_Website,
Austria,Daily hospital occupancy,2021-11-20,2021-W46,2347,Country_Website,
Austria,Daily hospital occupancy,2021-11-21,2021-W46,2425,Country_Website,
Austria,Daily hospital occupancy,2021-11-22,2021-W47,2561,Country_Website,
Austria,Daily hospital occupancy,2021-11-23,2021-W47,2570,Country_Website,
Austria,Daily hospital occupancy,2021-11-24,2021-W47,2639,Country_Website,
Austria,Daily hospital occupancy,2021-11-25,2021-W47,2658,Country_Website,
Austria,Daily hospital occupancy,2021-11-26,2021-W47,2658,Country_Website,
Austria,Daily hospital occupancy,2021-11-27,2021-W47,2606,Country_Website,
Austria,Daily hospital occupancy,2021-11-28,2021-W47,2624,Country_Website,
